x,y,min,mean,max
20,17,0.0,6.008148193359375e-07,1.1920928955078125e-06
20,18,0.0,5.435943603515625e-07,1.1920928955078125e-06
20,19,0.0,5.245208740234375e-07,1.1920928955078125e-06
20,20,0.0,6.29425048828125e-07,1.1920928955078125e-06
21,2,0.0,3.47137451171875e-06,7.414817810058594e-05
21,3,0.0,5.245208740234375e-07,1.1920928955078125e-06
21,4,0.0,5.14984130859375e-07,1.1920928955078125e-06
21,5,0.0,5.340576171875e-07,1.1920928955078125e-06
21,6,0.0,6.008148193359375e-07,1.1920928955078125e-06
21,7,0.0,3.31878662109375e-06,6.914138793945312e-05
21,8,0.0,5.626678466796875e-07,1.1920928955078125e-06
21,9,0.0,5.53131103515625e-07,1.1920928955078125e-06
21,10,0.0,4.76837158203125e-07,1.1920928955078125e-06
21,11,0.0,5.53131103515625e-07,1.1920928955078125e-06
21,12,0.0,3.1566619873046876e-06,6.508827209472656e-05
21,13,0.0,5.054473876953125e-07,1.1920928955078125e-06
21,14,0.0,6.008148193359375e-07,1.1920928955078125e-06
21,15,0.0,5.7220458984375e-07,1.1920928955078125e-06
21,16,0.0,5.626678466796875e-07,1.1920928955078125e-06
21,17,0.0,5.7220458984375e-07,1.1920928955078125e-06
21,18,0.0,3.204345703125e-06,6.604194641113281e-05
21,19,0.0,6.389617919921875e-07,1.1920928955078125e-06
21,20,0.0,5.7220458984375e-07,1.1920928955078125e-06
21,21,0.0,5.626678466796875e-07,1.1920928955078125e-06
22,2,0.0,6.866455078125e-07,1.1920928955078125e-06
22,3,0.0,3.3664703369140623e-06,7.009506225585938e-05
22,4,0.0,4.9591064453125e-07,1.1920928955078125e-06
22,5,0.0,6.008148193359375e-07,1.1920928955078125e-06
22,6,0.0,6.103515625e-07,1.1920928955078125e-06
22,7,0.0,6.008148193359375e-07,1.1920928955078125e-06
22,8,0.0,3.204345703125e-06,6.604194641113281e-05
22,9,0.0,5.626678466796875e-07,1.1920928955078125e-06
22,10,0.0,5.245208740234375e-07,1.1920928955078125e-06
22,11,0.0,5.53131103515625e-07,1.1920928955078125e-06
22,12,0.0,4.863739013671875e-07,1.1920928955078125e-06
22,13,0.0,3.204345703125e-06,6.580352783203125e-05
22,14,0.0,5.626678466796875e-07,1.1920928955078125e-06
22,15,0.0,4.38690185546875e-07,1.1920928955078125e-06
22,16,0.0,6.29425048828125e-07,1.1920928955078125e-06
22,17,0.0,5.14984130859375e-07,1.1920928955078125e-06
22,18,0.0,3.1948089599609376e-06,6.580352783203125e-05
22,19,0.0,5.245208740234375e-07,1.1920928955078125e-06
22,20,0.0,5.245208740234375e-07,1.1920928955078125e-06
22,21,0.0,5.53131103515625e-07,1.1920928955078125e-06
22,22,0.0,6.008148193359375e-07,1.1920928955078125e-06
23,2,0.0,3.31878662109375e-06,7.128715515136719e-05
23,3,0.0,6.008148193359375e-07,1.1920928955078125e-06
23,4,0.0,4.76837158203125e-07,1.1920928955078125e-06
23,5,0.0,5.14984130859375e-07,1.1920928955078125e-06
23,6,0.0,6.008148193359375e-07,1.1920928955078125e-06
23,7,0.0,5.7220458984375e-07,1.1920928955078125e-06
23,8,0.0,3.2329559326171876e-06,6.794929504394531e-05
23,9,0.0,5.14984130859375e-07,1.1920928955078125e-06
23,10,0.0,4.38690185546875e-07,1.1920928955078125e-06
23,11,0.0,6.389617919921875e-07,1.1920928955078125e-06
23,12,0.0,5.435943603515625e-07,1.1920928955078125e-06
23,13,0.0,4.434585571289063e-06,9.703636169433594e-05
23,14,0.0,6.008148193359375e-07,1.1920928955078125e-06
23,15,0.0,5.245208740234375e-07,1.1920928955078125e-06
23,16,0.0,5.435943603515625e-07,1.1920928955078125e-06
23,17,0.0,5.91278076171875e-07,1.1920928955078125e-06
23,18,0.0,3.0612945556640625e-06,6.604194641113281e-05
23,19,0.0,6.103515625e-07,1.1920928955078125e-06
23,20,0.0,5.14984130859375e-07,1.1920928955078125e-06
23,21,0.0,4.673004150390625e-07,1.1920928955078125e-06
23,22,0.0,5.626678466796875e-07,1.1920928955078125e-06
23,23,0.0,3.4427642822265624e-06,7.486343383789062e-05
24,2,0.0,4.291534423828125e-07,1.1920928955078125e-06
24,3,0.0,5.14984130859375e-07,1.1920928955078125e-06
24,4,0.0,5.91278076171875e-07,1.1920928955078125e-06
24,5,0.0,5.435943603515625e-07,1.1920928955078125e-06
24,6,0.0,3.4427642822265624e-06,7.295608520507812e-05
24,7,0.0,9.250640869140625e-07,9.775161743164062e-06
24,8,0.0,5.626678466796875e-07,1.1920928955078125e-06
24,9,0.0,5.7220458984375e-07,1.1920928955078125e-06
24,10,0.0,6.008148193359375e-07,1.1920928955078125e-06
24,11,0.0,3.1948089599609376e-06,6.699562072753906e-05
24,12,0.0,5.626678466796875e-07,1.1920928955078125e-06
24,13,0.0,5.91278076171875e-07,1.1920928955078125e-06
24,14,0.0,5.91278076171875e-07,1.1920928955078125e-06
24,15,0.0,5.14984130859375e-07,1.1920928955078125e-06
24,16,0.0,6.29425048828125e-07,1.1920928955078125e-06
24,17,0.0,3.070831298828125e-06,6.604194641113281e-05
24,18,0.0,5.14984130859375e-07,1.1920928955078125e-06
24,19,0.0,5.340576171875e-07,1.1920928955078125e-06
24,20,0.0,6.008148193359375e-07,1.1920928955078125e-06
24,21,0.0,6.008148193359375e-07,1.1920928955078125e-06
24,22,0.0,3.2329559326171876e-06,6.723403930664062e-05
24,23,0.0,5.7220458984375e-07,1.1920928955078125e-06
24,24,0.0,5.7220458984375e-07,1.1920928955078125e-06
25,2,0.0,5.435943603515625e-07,1.1920928955078125e-06
25,3,0.0,5.435943603515625e-07,1.1920928955078125e-06
25,4,0.0,3.4046173095703123e-06,7.128715515136719e-05
25,5,0.0,5.817413330078125e-07,1.1920928955078125e-06
25,6,0.0,5.7220458984375e-07,1.1920928955078125e-06
25,7,0.0,6.4849853515625e-07,1.1920928955078125e-06
25,8,0.0,5.14984130859375e-07,1.1920928955078125e-06
25,9,0.0,3.0803680419921875e-06,6.508827209472656e-05
25,10,0.0,5.340576171875e-07,1.1920928955078125e-06
25,11,0.0,5.14984130859375e-07,1.1920928955078125e-06
25,12,0.0,4.9591064453125e-07,1.1920928955078125e-06
25,13,0.0,5.7220458984375e-07,1.1920928955078125e-06
25,14,0.0,3.070831298828125e-06,6.508827209472656e-05
25,15,0.0,5.7220458984375e-07,1.1920928955078125e-06
25,16,0.0,5.626678466796875e-07,1.1920928955078125e-06
25,17,0.0,4.76837158203125e-07,1.1920928955078125e-06
25,18,0.0,5.245208740234375e-07,1.1920928955078125e-06
25,19,0.0,3.1280517578125e-06,6.604194641113281e-05
25,20,0.0,5.53131103515625e-07,1.1920928955078125e-06
25,21,0.0,6.008148193359375e-07,1.1920928955078125e-06
25,22,0.0,5.340576171875e-07,1.1920928955078125e-06
25,23,0.0,6.4849853515625e-07,1.1920928955078125e-06
25,24,0.0,5.53131103515625e-07,1.1920928955078125e-06
25,25,0.0,3.1185150146484375e-06,6.508827209472656e-05
26,2,0.0,5.054473876953125e-07,1.1920928955078125e-06
26,3,0.0,6.389617919921875e-07,1.1920928955078125e-06
26,4,0.0,5.7220458984375e-07,1.1920928955078125e-06
26,5,0.0,6.29425048828125e-07,1.1920928955078125e-06
26,6,0.0,4.396438598632813e-06,9.775161743164062e-05
26,7,0.0,6.008148193359375e-07,1.1920928955078125e-06
26,8,0.0,5.340576171875e-07,1.1920928955078125e-06
26,9,0.0,5.340576171875e-07,1.1920928955078125e-06
26,10,0.0,6.4849853515625e-07,1.1920928955078125e-06
26,11,0.0,3.1280517578125e-06,6.508827209472656e-05
26,12,0.0,5.7220458984375e-07,1.1920928955078125e-06
26,13,0.0,4.863739013671875e-07,1.1920928955078125e-06
26,14,0.0,4.673004150390625e-07,1.1920928955078125e-06
26,15,0.0,5.53131103515625e-07,1.1920928955078125e-06
26,16,0.0,3.108978271484375e-06,6.508827209472656e-05
26,17,0.0,6.008148193359375e-07,1.1920928955078125e-06
26,18,0.0,4.673004150390625e-07,1.1920928955078125e-06
26,19,0.0,5.626678466796875e-07,1.1920928955078125e-06
26,20,0.0,5.91278076171875e-07,1.1920928955078125e-06
26,21,0.0,3.1185150146484375e-06,6.508827209472656e-05
26,22,0.0,5.53131103515625e-07,1.1920928955078125e-06
26,23,0.0,4.76837158203125e-07,1.1920928955078125e-06
26,24,0.0,5.340576171875e-07,1.1920928955078125e-06
26,25,0.0,6.389617919921875e-07,1.1920928955078125e-06
26,26,0.0,3.1566619873046876e-06,6.508827209472656e-05
27,2,0.0,5.91278076171875e-07,1.1920928955078125e-06
27,3,0.0,5.245208740234375e-07,1.1920928955078125e-06
27,4,0.0,5.626678466796875e-07,1.1920928955078125e-06
27,5,0.0,6.4849853515625e-07,1.1920928955078125e-06
27,6,0.0,5.14984130859375e-07,1.1920928955078125e-06
27,7,0.0,3.35693359375e-06,7.128715515136719e-05
27,8,0.0,5.054473876953125e-07,1.1920928955078125e-06
27,9,0.0,5.626678466796875e-07,1.1920928955078125e-06
27,10,0.0,5.054473876953125e-07,1.1920928955078125e-06
27,11,0.0,6.008148193359375e-07,1.1920928955078125e-06
27,12,0.0,3.2329559326171876e-06,6.604194641113281e-05
27,13,0.0,4.76837158203125e-07,1.1920928955078125e-06
27,14,0.0,5.435943603515625e-07,1.1920928955078125e-06
27,15,0.0,4.76837158203125e-07,1.1920928955078125e-06
27,16,0.0,6.103515625e-07,1.1920928955078125e-06
27,17,0.0,3.24249267578125e-06,6.818771362304688e-05
27,18,0.0,5.435943603515625e-07,1.1920928955078125e-06
27,19,0.0,5.14984130859375e-07,1.1920928955078125e-06
27,20,0.0,5.245208740234375e-07,1.1920928955078125e-06
27,21,0.0,5.245208740234375e-07,1.1920928955078125e-06
27,22,0.0,3.1280517578125e-06,6.604194641113281e-05
27,23,0.0,4.76837158203125e-07,1.1920928955078125e-06
27,24,0.0,5.054473876953125e-07,1.1920928955078125e-06
27,25,0.0,4.76837158203125e-07,1.1920928955078125e-06
27,26,0.0,4.9591064453125e-07,1.1920928955078125e-06
27,27,0.0,3.1566619873046876e-06,6.508827209472656e-05
28,2,0.0,4.38690185546875e-07,1.1920928955078125e-06
28,3,0.0,6.29425048828125e-07,1.1920928955078125e-06
28,4,0.0,5.340576171875e-07,1.1920928955078125e-06
28,5,0.0,4.76837158203125e-07,1.1920928955078125e-06
28,6,0.0,3.452301025390625e-06,7.200241088867188e-05
28,7,0.0,5.14984130859375e-07,1.1920928955078125e-06
28,8,0.0,4.76837158203125e-07,1.1920928955078125e-06
28,9,0.0,6.103515625e-07,1.1920928955078125e-06
28,10,0.0,5.14984130859375e-07,1.1920928955078125e-06
28,11,0.0,6.103515625e-07,1.1920928955078125e-06
28,12,0.0,3.4046173095703123e-06,6.985664367675781e-05
28,13,0.0,4.863739013671875e-07,1.1920928955078125e-06
28,14,0.0,4.100799560546875e-07,1.1920928955078125e-06
28,15,0.0,5.435943603515625e-07,1.1920928955078125e-06
28,16,0.0,5.626678466796875e-07,1.1920928955078125e-06
28,17,0.0,4.38690185546875e-06,9.584426879882812e-05
28,18,0.0,5.340576171875e-07,1.1920928955078125e-06
28,19,0.0,4.76837158203125e-07,1.1920928955078125e-06
28,20,0.0,5.435943603515625e-07,1.1920928955078125e-06
28,21,0.0,5.626678466796875e-07,1.1920928955078125e-06
28,22,0.0,3.24249267578125e-06,6.699562072753906e-05
28,23,0.0,5.817413330078125e-07,1.1920928955078125e-06
28,24,0.0,4.38690185546875e-07,1.1920928955078125e-06
28,25,0.0,5.14984130859375e-07,1.1920928955078125e-06
28,26,0.0,5.817413330078125e-07,1.1920928955078125e-06
28,27,0.0,3.1948089599609376e-06,6.699562072753906e-05
28,28,0.0,5.91278076171875e-07,1.1920928955078125e-06
29,2,0.0,6.103515625e-07,1.1920928955078125e-06
29,3,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,4,0.0,5.245208740234375e-07,1.1920928955078125e-06
29,5,0.0,3.54766845703125e-06,7.390975952148438e-05
29,6,0.0,5.435943603515625e-07,1.1920928955078125e-06
29,7,0.0,4.673004150390625e-07,1.1920928955078125e-06
29,8,0.0,5.626678466796875e-07,1.1920928955078125e-06
29,9,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,10,0.0,3.1948089599609376e-06,6.699562072753906e-05
29,11,0.0,4.76837158203125e-07,1.1920928955078125e-06
29,12,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,13,0.0,6.4849853515625e-07,1.1920928955078125e-06
29,14,0.0,4.863739013671875e-07,1.1920928955078125e-06
29,15,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,16,0.0,3.2806396484375e-06,6.794929504394531e-05
29,17,0.0,5.14984130859375e-07,1.1920928955078125e-06
29,18,0.0,5.626678466796875e-07,1.1920928955078125e-06
29,19,0.0,5.53131103515625e-07,1.1920928955078125e-06
29,20,0.0,5.91278076171875e-07,1.1920928955078125e-06
29,21,0.0,3.2138824462890626e-06,6.699562072753906e-05
29,22,0.0,5.7220458984375e-07,1.1920928955078125e-06
29,23,0.0,5.14984130859375e-07,1.1920928955078125e-06
29,24,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,25,0.0,6.389617919921875e-07,1.1920928955078125e-06
29,26,0.0,3.2711029052734377e-06,6.818771362304688e-05
29,27,0.0,6.008148193359375e-07,1.1920928955078125e-06
29,28,0.0,5.245208740234375e-07,1.1920928955078125e-06
29,29,0.0,6.4849853515625e-07,1.1920928955078125e-06
30,2,0.0,4.863739013671875e-07,1.1920928955078125e-06
30,3,0.0,3.47137451171875e-06,7.295608520507812e-05
30,4,0.0,5.435943603515625e-07,1.1920928955078125e-06
30,5,0.0,4.863739013671875e-07,1.1920928955078125e-06
30,6,0.0,5.626678466796875e-07,1.1920928955078125e-06
30,7,0.0,6.008148193359375e-07,1.1920928955078125e-06
30,8,0.0,3.16619873046875e-06,6.508827209472656e-05
30,9,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,10,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,11,0.0,4.9591064453125e-07,1.1920928955078125e-06
30,12,0.0,5.626678466796875e-07,1.1920928955078125e-06
30,13,0.0,3.185272216796875e-06,6.4849853515625e-05
30,14,0.0,6.008148193359375e-07,1.1920928955078125e-06
30,15,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,16,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,17,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,18,0.0,6.4849853515625e-07,1.1920928955078125e-06
30,19,0.0,3.1280517578125e-06,6.508827209472656e-05
30,20,0.0,5.435943603515625e-07,1.1920928955078125e-06
30,21,0.0,5.14984130859375e-07,1.1920928955078125e-06
30,22,0.0,5.626678466796875e-07,1.1920928955078125e-06
30,23,0.0,6.103515625e-07,1.1920928955078125e-06
30,24,0.0,4.434585571289063e-06,9.703636169433594e-05
30,25,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,26,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,27,0.0,5.245208740234375e-07,1.1920928955078125e-06
30,28,0.0,5.626678466796875e-07,1.1920928955078125e-06
30,29,0.0,3.16619873046875e-06,6.580352783203125e-05
30,30,0.0,4.9591064453125e-07,1.1920928955078125e-06
31,2,0.0,6.103515625e-07,1.1920928955078125e-06
31,3,0.0,4.863739013671875e-07,1.1920928955078125e-06
31,4,0.0,4.482269287109375e-07,1.1920928955078125e-06
31,5,0.0,3.4332275390625e-06,7.295608520507812e-05
31,6,0.0,5.14984130859375e-07,1.1920928955078125e-06
31,7,0.0,5.626678466796875e-07,1.1920928955078125e-06
31,8,0.0,5.626678466796875e-07,1.1920928955078125e-06
31,9,0.0,5.245208740234375e-07,1.1920928955078125e-06
31,10,0.0,3.1757354736328126e-06,6.699562072753906e-05
31,11,0.0,5.626678466796875e-07,1.1920928955078125e-06
31,12,0.0,5.14984130859375e-07,1.1920928955078125e-06
31,13,0.0,4.76837158203125e-07,1.1920928955078125e-06
31,14,0.0,4.863739013671875e-07,1.1920928955078125e-06
31,15,0.0,3.16619873046875e-06,6.508827209472656e-05
31,16,0.0,5.7220458984375e-07,1.1920928955078125e-06
31,17,0.0,5.626678466796875e-07,1.1920928955078125e-06
31,18,0.0,5.7220458984375e-07,1.1920928955078125e-06
31,19,0.0,5.817413330078125e-07,1.1920928955078125e-06
