x,y,min,mean,max
45,21,0.0,3.2901763916015627e-06,6.914138793945312e-05
45,22,0.0,5.626678466796875e-07,1.1920928955078125e-06
45,23,0.0,4.1961669921875e-07,1.1920928955078125e-06
45,24,0.0,5.53131103515625e-07,1.1920928955078125e-06
45,25,0.0,6.008148193359375e-07,1.1920928955078125e-06
45,26,0.0,3.681182861328125e-06,7.796287536621094e-05
45,27,0.0,5.7220458984375e-07,1.1920928955078125e-06
45,28,0.0,4.291534423828125e-07,1.1920928955078125e-06
45,29,0.0,5.91278076171875e-07,1.1920928955078125e-06
45,30,0.0,4.76837158203125e-07,1.1920928955078125e-06
45,31,0.0,3.2711029052734377e-06,6.914138793945312e-05
45,32,0.0,6.103515625e-07,1.1920928955078125e-06
45,33,0.0,5.626678466796875e-07,1.1920928955078125e-06
45,34,0.0,5.626678466796875e-07,1.1920928955078125e-06
45,35,0.0,5.53131103515625e-07,1.1920928955078125e-06
45,36,0.0,3.16619873046875e-06,6.699562072753906e-05
45,37,0.0,4.57763671875e-07,1.1920928955078125e-06
45,38,0.0,6.008148193359375e-07,1.1920928955078125e-06
45,39,0.0,5.054473876953125e-07,1.1920928955078125e-06
45,40,0.0,6.29425048828125e-07,1.1920928955078125e-06
45,41,0.0,4.320144653320313e-06,9.393692016601562e-05
45,42,0.0,4.76837158203125e-07,1.1920928955078125e-06
45,43,0.0,6.008148193359375e-07,1.1920928955078125e-06
45,44,0.0,5.91278076171875e-07,1.1920928955078125e-06
45,45,0.0,5.53131103515625e-07,1.1920928955078125e-06
46,2,0.0,3.8909912109375e-06,8.296966552734375e-05
46,3,0.0,4.863739013671875e-07,1.1920928955078125e-06
46,4,0.0,5.245208740234375e-07,1.1920928955078125e-06
46,5,0.0,5.14984130859375e-07,1.1920928955078125e-06
46,6,0.0,6.103515625e-07,1.1920928955078125e-06
46,7,0.0,3.35693359375e-06,6.604194641113281e-05
46,8,0.0,4.76837158203125e-07,1.1920928955078125e-06
46,9,0.0,4.38690185546875e-07,1.1920928955078125e-06
46,10,0.0,4.57763671875e-07,1.1920928955078125e-06
46,11,0.0,5.53131103515625e-07,1.1920928955078125e-06
46,12,0.0,6.389617919921875e-07,1.1920928955078125e-06
46,13,0.0,3.223419189453125e-06,6.604194641113281e-05
46,14,0.0,5.245208740234375e-07,1.1920928955078125e-06
46,15,0.0,5.340576171875e-07,1.1920928955078125e-06
46,16,0.0,5.817413330078125e-07,1.1920928955078125e-06
46,17,0.0,6.008148193359375e-07,1.1920928955078125e-06
46,18,0.0,3.299713134765625e-06,6.914138793945312e-05
46,19,0.0,5.340576171875e-07,1.1920928955078125e-06
46,20,0.0,6.29425048828125e-07,1.1920928955078125e-06
46,21,0.0,5.245208740234375e-07,1.1920928955078125e-06
46,22,0.0,5.245208740234375e-07,1.1920928955078125e-06
46,23,0.0,3.16619873046875e-06,6.604194641113281e-05
46,24,0.0,5.626678466796875e-07,1.1920928955078125e-06
46,25,0.0,5.626678466796875e-07,1.1920928955078125e-06
46,26,0.0,5.53131103515625e-07,1.1920928955078125e-06
46,27,0.0,6.29425048828125e-07,1.1920928955078125e-06
46,28,0.0,3.16619873046875e-06,6.699562072753906e-05
46,29,0.0,4.76837158203125e-07,1.1920928955078125e-06
46,30,0.0,5.626678466796875e-07,1.1920928955078125e-06
46,31,0.0,5.53131103515625e-07,1.1920928955078125e-06
46,32,0.0,5.626678466796875e-07,1.1920928955078125e-06
46,33,0.0,3.2138824462890626e-06,6.699562072753906e-05
46,34,0.0,6.008148193359375e-07,1.1920928955078125e-06
46,35,0.0,5.054473876953125e-07,1.1920928955078125e-06
46,36,0.0,4.9591064453125e-07,1.1920928955078125e-06
46,37,0.0,5.626678466796875e-07,1.1920928955078125e-06
46,38,0.0,5.7220458984375e-07,1.1920928955078125e-06
46,39,0.0,3.16619873046875e-06,6.699562072753906e-05
46,40,0.0,5.245208740234375e-07,1.1920928955078125e-06
46,41,0.0,4.76837158203125e-07,1.1920928955078125e-06
46,42,0.0,5.7220458984375e-07,1.1920928955078125e-06
46,43,0.0,5.91278076171875e-07,1.1920928955078125e-06
46,44,0.0,3.2138824462890626e-06,6.699562072753906e-05
46,45,0.0,6.389617919921875e-07,1.1920928955078125e-06
46,46,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,2,0.0,4.76837158203125e-07,1.1920928955078125e-06
47,3,0.0,5.91278076171875e-07,1.9073486328125e-06
47,4,0.0,3.8909912109375e-06,8.416175842285156e-05
47,5,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,6,0.0,5.626678466796875e-07,1.1920928955078125e-06
47,7,0.0,4.57763671875e-07,1.1920928955078125e-06
47,8,0.0,5.91278076171875e-07,2.86102294921875e-06
47,9,0.0,3.204345703125e-06,6.818771362304688e-05
47,10,0.0,4.673004150390625e-07,1.1920928955078125e-06
47,11,0.0,5.91278076171875e-07,1.1920928955078125e-06
47,12,0.0,4.863739013671875e-07,1.1920928955078125e-06
47,13,0.0,5.53131103515625e-07,1.1920928955078125e-06
47,14,0.0,5.435943603515625e-06,0.00012111663818359375
47,15,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,16,0.0,5.53131103515625e-07,1.1920928955078125e-06
47,17,0.0,6.008148193359375e-07,1.1920928955078125e-06
47,18,0.0,5.91278076171875e-07,1.1920928955078125e-06
47,19,0.0,3.185272216796875e-06,6.818771362304688e-05
47,20,0.0,5.91278076171875e-07,1.1920928955078125e-06
47,21,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,22,0.0,4.38690185546875e-07,1.1920928955078125e-06
47,23,0.0,5.626678466796875e-07,1.1920928955078125e-06
47,24,0.0,5.626678466796875e-07,1.1920928955078125e-06
47,25,0.0,3.24249267578125e-06,6.699562072753906e-05
47,26,0.0,5.054473876953125e-07,1.1920928955078125e-06
47,27,0.0,4.863739013671875e-07,1.1920928955078125e-06
47,28,0.0,5.435943603515625e-07,1.1920928955078125e-06
47,29,0.0,5.626678466796875e-07,1.1920928955078125e-06
47,30,0.0,3.16619873046875e-06,6.604194641113281e-05
47,31,0.0,5.53131103515625e-07,1.1920928955078125e-06
47,32,0.0,5.14984130859375e-07,1.1920928955078125e-06
47,33,0.0,5.626678466796875e-07,1.1920928955078125e-06
47,34,0.0,5.340576171875e-07,1.1920928955078125e-06
47,35,0.0,3.2329559326171876e-06,6.699562072753906e-05
47,36,0.0,5.054473876953125e-07,1.1920928955078125e-06
47,37,0.0,4.38690185546875e-07,1.1920928955078125e-06
47,38,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,39,0.0,5.7220458984375e-07,1.1920928955078125e-06
47,40,0.0,3.223419189453125e-06,6.67572021484375e-05
47,41,0.0,4.76837158203125e-07,1.1920928955078125e-06
47,42,0.0,5.340576171875e-07,1.1920928955078125e-06
47,43,0.0,5.245208740234375e-07,1.1920928955078125e-06
47,44,0.0,5.054473876953125e-07,1.1920928955078125e-06
47,45,0.0,3.2711029052734377e-06,6.890296936035156e-05
47,46,0.0,4.291534423828125e-07,1.1920928955078125e-06
47,47,0.0,5.245208740234375e-07,1.1920928955078125e-06
48,2,0.0,5.14984130859375e-07,1.1920928955078125e-06
48,3,0.0,5.7220458984375e-07,1.1920928955078125e-06
48,4,0.0,4.110336303710937e-06,8.7738037109375e-05
48,5,0.0,5.53131103515625e-07,1.1920928955078125e-06
48,6,0.0,4.76837158203125e-07,1.1920928955078125e-06
48,7,0.0,3.910064697265625e-07,1.1920928955078125e-06
48,8,0.0,9.250640869140625e-07,9.059906005859375e-06
48,9,0.0,3.3664703369140623e-06,6.914138793945312e-05
48,10,0.0,5.245208740234375e-07,1.1920928955078125e-06
48,11,0.0,6.103515625e-07,1.1920928955078125e-06
48,12,0.0,4.76837158203125e-07,1.1920928955078125e-06
48,13,0.0,5.53131103515625e-07,1.1920928955078125e-06
48,14,0.0,5.91278076171875e-07,1.1920928955078125e-06
48,15,0.0,3.3283233642578127e-06,7.104873657226562e-05
48,16,0.0,5.054473876953125e-07,1.1920928955078125e-06
48,17,0.0,5.626678466796875e-07,1.1920928955078125e-06
48,18,0.0,5.53131103515625e-07,1.1920928955078125e-06
48,19,0.0,6.198883056640625e-07,1.1920928955078125e-06
48,20,0.0,3.3092498779296877e-06,6.890296936035156e-05
48,21,0.0,5.435943603515625e-07,1.1920928955078125e-06
48,22,0.0,6.103515625e-07,1.1920928955078125e-06
48,23,0.0,5.054473876953125e-07,1.1920928955078125e-06
48,24,0.0,5.245208740234375e-07,1.1920928955078125e-06
48,25,0.0,3.1185150146484375e-06,6.699562072753906e-05
48,26,0.0,5.245208740234375e-07,1.1920928955078125e-06
48,27,0.0,5.91278076171875e-07,1.1920928955078125e-06
48,28,0.0,5.91278076171875e-07,1.1920928955078125e-06
48,29,0.0,5.626678466796875e-07,1.1920928955078125e-06
48,30,0.0,4.358291625976563e-06,9.703636169433594e-05
48,31,0.0,4.863739013671875e-07,1.1920928955078125e-06
48,32,0.0,4.76837158203125e-07,1.1920928955078125e-06
48,33,0.0,4.1961669921875e-07,1.1920928955078125e-06
48,34,0.0,5.626678466796875e-07,1.1920928955078125e-06
48,35,0.0,3.3664703369140623e-06,6.771087646484375e-05
48,36,0.0,4.76837158203125e-07,1.1920928955078125e-06
48,37,0.0,4.863739013671875e-07,1.1920928955078125e-06
48,38,0.0,4.863739013671875e-07,1.1920928955078125e-06
48,39,0.0,6.008148193359375e-07,1.1920928955078125e-06
48,40,0.0,4.9591064453125e-07,1.1920928955078125e-06
48,41,0.0,3.31878662109375e-06,6.914138793945312e-05
48,42,0.0,5.626678466796875e-07,1.1920928955078125e-06
48,43,0.0,5.91278076171875e-07,1.1920928955078125e-06
48,44,0.0,5.53131103515625e-07,1.1920928955078125e-06
48,45,0.0,5.054473876953125e-07,1.1920928955078125e-06
48,46,0.0,3.185272216796875e-06,6.771087646484375e-05
48,47,0.0,5.14984130859375e-07,1.1920928955078125e-06
48,48,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,2,0.0,5.53131103515625e-07,1.1920928955078125e-06
49,3,0.0,7.343292236328125e-07,4.291534423828125e-06
49,4,0.0,3.92913818359375e-06,8.511543273925781e-05
49,5,0.0,6.103515625e-07,1.1920928955078125e-06
49,6,0.0,5.14984130859375e-07,1.1920928955078125e-06
49,7,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,8,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,9,0.0,3.1566619873046876e-06,6.67572021484375e-05
49,10,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,11,0.0,4.76837158203125e-07,1.1920928955078125e-06
49,12,0.0,4.9591064453125e-07,1.1920928955078125e-06
49,13,0.0,5.53131103515625e-07,1.1920928955078125e-06
49,14,0.0,3.1948089599609376e-06,6.699562072753906e-05
49,15,0.0,4.76837158203125e-07,1.1920928955078125e-06
49,16,0.0,5.91278076171875e-07,1.1920928955078125e-06
49,17,0.0,6.008148193359375e-07,1.1920928955078125e-06
49,18,0.0,6.389617919921875e-07,1.1920928955078125e-06
49,19,0.0,3.24249267578125e-06,6.723403930664062e-05
49,20,0.0,5.14984130859375e-07,1.1920928955078125e-06
49,21,0.0,5.817413330078125e-07,1.1920928955078125e-06
49,22,0.0,5.91278076171875e-07,1.1920928955078125e-06
49,23,0.0,6.29425048828125e-07,1.1920928955078125e-06
49,24,0.0,5.435943603515625e-07,3.0994415283203125e-06
49,25,0.0,3.223419189453125e-06,6.699562072753906e-05
49,26,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,27,0.0,5.7220458984375e-07,1.1920928955078125e-06
49,28,0.0,5.340576171875e-07,1.1920928955078125e-06
49,29,0.0,5.91278076171875e-07,1.1920928955078125e-06
49,30,0.0,3.204345703125e-06,6.723403930664062e-05
49,31,0.0,4.863739013671875e-07,1.1920928955078125e-06
49,32,0.0,4.76837158203125e-07,1.1920928955078125e-06
49,33,0.0,6.008148193359375e-07,1.1920928955078125e-06
49,34,0.0,5.435943603515625e-07,1.1920928955078125e-06
49,35,0.0,3.24249267578125e-06,6.818771362304688e-05
49,36,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,37,0.0,4.9591064453125e-07,1.1920928955078125e-06
49,38,0.0,5.054473876953125e-07,1.1920928955078125e-06
49,39,0.0,5.435943603515625e-07,1.1920928955078125e-06
49,40,0.0,3.204345703125e-06,6.723403930664062e-05
49,41,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,42,0.0,5.7220458984375e-07,1.1920928955078125e-06
49,43,0.0,4.863739013671875e-07,1.1920928955078125e-06
49,44,0.0,5.626678466796875e-07,1.1920928955078125e-06
49,45,0.0,4.358291625976563e-06,9.679794311523438e-05
49,46,0.0,5.817413330078125e-07,1.1920928955078125e-06
49,47,0.0,5.435943603515625e-07,1.1920928955078125e-06
49,48,0.0,5.7220458984375e-07,1.1920928955078125e-06
49,49,0.0,6.198883056640625e-07,1.1920928955078125e-06
50,2,0.0,4.08172607421875e-06,8.606910705566406e-05
50,3,0.0,5.91278076171875e-07,1.1920928955078125e-06
50,4,0.0,4.9591064453125e-07,1.1920928955078125e-06
50,5,0.0,4.76837158203125e-07,1.1920928955078125e-06
50,6,0.0,6.008148193359375e-07,1.1920928955078125e-06
50,7,0.0,3.24249267578125e-06,6.818771362304688e-05
50,8,0.0,6.4849853515625e-07,1.1920928955078125e-06
50,9,0.0,5.435943603515625e-07,1.1920928955078125e-06
50,10,0.0,5.7220458984375e-07,1.1920928955078125e-06
50,11,0.0,5.626678466796875e-07,2.1457672119140625e-06
50,12,0.0,5.53131103515625e-07,1.1920928955078125e-06
50,13,0.0,3.24249267578125e-06,6.699562072753906e-05
50,14,0.0,4.863739013671875e-07,1.1920928955078125e-06
50,15,0.0,6.008148193359375e-07,1.1920928955078125e-06
50,16,0.0,5.7220458984375e-07,1.1920928955078125e-06
50,17,0.0,5.53131103515625e-07,1.1920928955078125e-06
50,18,0.0,3.1185150146484375e-06,6.794929504394531e-05
50,19,0.0,4.863739013671875e-07,1.1920928955078125e-06
50,20,0.0,4.673004150390625e-07,1.1920928955078125e-06
50,21,0.0,4.673004150390625e-07,1.1920928955078125e-06
50,22,0.0,5.7220458984375e-07,1.1920928955078125e-06
50,23,0.0,3.1185150146484375e-06,6.699562072753906e-05
50,24,0.0,4.76837158203125e-07,1.1920928955078125e-06
50,25,0.0,5.340576171875e-07,1.1920928955078125e-06
50,26,0.0,5.435943603515625e-07,1.1920928955078125e-06
50,27,0.0,5.245208740234375e-07,1.1920928955078125e-06
50,28,0.0,3.31878662109375e-06,6.771087646484375e-05
50,29,0.0,5.054473876953125e-07,1.1920928955078125e-06
50,30,0.0,5.054473876953125e-07,1.1920928955078125e-06
50,31,0.0,5.14984130859375e-07,1.1920928955078125e-06
50,32,0.0,5.53131103515625e-07,1.1920928955078125e-06
50,33,0.0,3.2329559326171876e-06,6.699562072753906e-05
50,34,0.0,5.14984130859375e-07,1.1920928955078125e-06
50,35,0.0,1.3828277587890625e-06,1.621246337890625e-05
50,36,0.0,6.961822509765625e-07,1.1920928955078125e-06
50,37,0.0,6.4849853515625e-07,1.1920928955078125e-06
50,38,0.0,5.054473876953125e-07,1.1920928955078125e-06
50,39,0.0,3.566741943359375e-06,7.700920104980469e-05
50,40,0.0,4.76837158203125e-07,1.1920928955078125e-06
50,41,0.0,5.91278076171875e-07,1.1920928955078125e-06
50,42,0.0,4.482269287109375e-07,1.1920928955078125e-06
50,43,0.0,4.9591064453125e-07,1.1920928955078125e-06
50,44,0.0,3.070831298828125e-06,6.771087646484375e-05
50,45,0.0,4.00543212890625e-07,1.1920928955078125e-06
50,46,0.0,5.14984130859375e-07,1.1920928955078125e-06
50,47,0.0,5.7220458984375e-07,1.1920928955078125e-06
50,48,0.0,4.76837158203125e-07,1.1920928955078125e-06
50,49,0.0,3.147125244140625e-06,6.723403930664062e-05
50,50,0.0,5.245208740234375e-07,1.1920928955078125e-06
51,2,0.0,6.008148193359375e-07,1.1920928955078125e-06
51,3,0.0,4.9591064453125e-07,1.1920928955078125e-06
51,4,0.0,4.57763671875e-07,1.1920928955078125e-06
51,5,0.0,3.919601440429688e-06,8.392333984375e-05
51,6,0.0,5.626678466796875e-07,1.1920928955078125e-06
51,7,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,8,0.0,5.054473876953125e-07,1.1920928955078125e-06
51,9,0.0,5.91278076171875e-07,1.1920928955078125e-06
51,10,0.0,5.91278076171875e-06,0.00013184547424316406
51,11,0.0,6.008148193359375e-07,1.1920928955078125e-06
51,12,0.0,5.245208740234375e-07,1.1920928955078125e-06
51,13,0.0,5.245208740234375e-07,1.1920928955078125e-06
51,14,0.0,5.340576171875e-07,1.1920928955078125e-06
51,15,0.0,3.108978271484375e-06,6.604194641113281e-05
51,16,0.0,6.008148193359375e-07,1.1920928955078125e-06
51,17,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,18,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,19,0.0,5.53131103515625e-07,1.1920928955078125e-06
51,20,0.0,3.2901763916015627e-06,6.699562072753906e-05
51,21,0.0,4.38690185546875e-07,1.1920928955078125e-06
51,22,0.0,5.91278076171875e-07,1.1920928955078125e-06
51,23,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,24,0.0,6.29425048828125e-07,1.1920928955078125e-06
51,25,0.0,5.53131103515625e-07,1.1920928955078125e-06
51,26,0.0,3.147125244140625e-06,6.628036499023438e-05
51,27,0.0,5.245208740234375e-07,1.1920928955078125e-06
51,28,0.0,4.76837158203125e-07,1.1920928955078125e-06
51,29,0.0,6.008148193359375e-07,1.1920928955078125e-06
51,30,0.0,5.054473876953125e-07,1.1920928955078125e-06
51,31,0.0,3.2329559326171876e-06,6.699562072753906e-05
51,32,0.0,5.7220458984375e-07,1.1920928955078125e-06
51,33,0.0,5.626678466796875e-07,1.1920928955078125e-06
51,34,0.0,5.53131103515625e-07,1.1920928955078125e-06
51,35,0.0,4.76837158203125e-07,1.1920928955078125e-06
51,36,0.0,3.1948089599609376e-06,6.508827209472656e-05
51,37,0.0,4.9591064453125e-07,1.1920928955078125e-06
51,38,0.0,5.435943603515625e-07,1.1920928955078125e-06
51,39,0.0,5.626678466796875e-07,1.1920928955078125e-06
51,40,0.0,5.91278076171875e-07,1.1920928955078125e-06
51,41,0.0,3.223419189453125e-06,6.67572021484375e-05
51,42,0.0,4.38690185546875e-07,1.1920928955078125e-06
51,43,0.0,6.389617919921875e-07,1.1920928955078125e-06
51,44,0.0,4.57763671875e-07,1.1920928955078125e-06
51,45,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,46,0.0,3.108978271484375e-06,6.508827209472656e-05
51,47,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,48,0.0,5.14984130859375e-07,1.1920928955078125e-06
51,49,0.0,5.245208740234375e-07,1.1920928955078125e-06
51,50,0.0,6.008148193359375e-07,1.1920928955078125e-06
51,51,0.0,5.53131103515625e-07,1.1920928955078125e-06
52,2,0.0,4.57763671875e-07,1.1920928955078125e-06
52,3,0.0,5.626678466796875e-07,1.1920928955078125e-06
52,4,0.0,5.53131103515625e-07,1.1920928955078125e-06
52,5,0.0,6.29425048828125e-07,1.1920928955078125e-06
52,6,0.0,6.103515625e-07,1.1920928955078125e-06
52,7,0.0,3.4618377685546874e-06,7.390975952148438e-05
52,8,0.0,5.054473876953125e-07,1.1920928955078125e-06
52,9,0.0,5.245208740234375e-07,1.1920928955078125e-06
52,10,0.0,5.340576171875e-07,1.1920928955078125e-06
52,11,0.0,4.863739013671875e-07,1.1920928955078125e-06
52,12,0.0,3.223419189453125e-06,6.508827209472656e-05
52,13,0.0,5.340576171875e-07,1.1920928955078125e-06
52,14,0.0,5.53131103515625e-07,1.1920928955078125e-06
52,15,0.0,5.245208740234375e-07,1.1920928955078125e-06
52,16,0.0,6.389617919921875e-07,1.1920928955078125e-06
52,17,0.0,3.1566619873046876e-06,6.413459777832031e-05
52,18,0.0,5.14984130859375e-07,1.1920928955078125e-06
52,19,0.0,3.910064697265625e-07,1.1920928955078125e-06
52,20,0.0,4.76837158203125e-07,1.1920928955078125e-06
52,21,0.0,6.389617919921875e-07,1.1920928955078125e-06
52,22,0.0,4.482269287109375e-06,9.799003601074219e-05
52,23,0.0,5.91278076171875e-07,1.1920928955078125e-06
52,24,0.0,5.340576171875e-07,1.1920928955078125e-06
52,25,0.0,6.008148193359375e-07,1.1920928955078125e-06
52,26,0.0,5.14984130859375e-07,1.1920928955078125e-06
52,27,0.0,3.0517578125e-06,6.389617919921875e-05
52,28,0.0,5.245208740234375e-07,1.1920928955078125e-06
52,29,0.0,6.4849853515625e-07,1.1920928955078125e-06
52,30,0.0,4.863739013671875e-07,1.1920928955078125e-06
52,31,0.0,5.53131103515625e-07,1.1920928955078125e-06
52,32,0.0,6.29425048828125e-07,1.1920928955078125e-06
52,33,0.0,3.1566619873046876e-06,6.604194641113281e-05
52,34,0.0,4.76837158203125e-07,1.1920928955078125e-06
52,35,0.0,6.4849853515625e-07,1.1920928955078125e-06
52,36,0.0,6.008148193359375e-07,1.1920928955078125e-06
52,37,0.0,5.626678466796875e-07,1.1920928955078125e-06
52,38,0.0,3.1566619873046876e-06,6.508827209472656e-05
52,39,0.0,4.38690185546875e-07,1.1920928955078125e-06
52,40,0.0,5.14984130859375e-07,1.1920928955078125e-06
52,41,0.0,5.14984130859375e-07,1.1920928955078125e-06
52,42,0.0,6.008148193359375e-07,1.1920928955078125e-06
52,43,0.0,3.16619873046875e-06,6.4849853515625e-05
52,44,0.0,5.054473876953125e-07,1.1920928955078125e-06
52,45,0.0,5.245208740234375e-07,1.1920928955078125e-06
52,46,0.0,5.91278076171875e-07,1.1920928955078125e-06
52,47,0.0,5.91278076171875e-07,1.1920928955078125e-06
52,48,0.0,3.1185150146484375e-06,6.508827209472656e-05
52,49,0.0,5.14984130859375e-07,1.1920928955078125e-06
52,50,0.0,9.918212890625e-07,1.1920928955078125e-05
52,51,0.0,5.53131103515625e-07,1.1920928955078125e-06
52,52,0.0,6.198883056640625e-07,1.1920928955078125e-06
53,2,0.0,3.881454467773438e-06,8.511543273925781e-05
53,3,0.0,5.817413330078125e-07,1.1920928955078125e-06
53,4,0.0,5.53131103515625e-07,1.1920928955078125e-06
53,5,0.0,5.53131103515625e-07,1.1920928955078125e-06
53,6,0.0,5.245208740234375e-07,1.1920928955078125e-06
53,7,0.0,3.2711029052734377e-06,6.794929504394531e-05
53,8,0.0,5.817413330078125e-07,1.1920928955078125e-06
53,9,0.0,5.340576171875e-07,1.1920928955078125e-06
53,10,0.0,5.245208740234375e-07,1.1920928955078125e-06
53,11,0.0,5.7220458984375e-07,1.1920928955078125e-06
53,12,0.0,3.1185150146484375e-06,6.794929504394531e-05
53,13,0.0,6.008148193359375e-07,1.1920928955078125e-06
53,14,0.0,5.626678466796875e-07,1.1920928955078125e-06
53,15,0.0,4.291534423828125e-07,1.1920928955078125e-06
53,16,0.0,5.245208740234375e-07,1.1920928955078125e-06
53,17,0.0,5.14984130859375e-07,1.1920928955078125e-06
53,18,0.0,3.0803680419921875e-06,6.794929504394531e-05
53,19,0.0,5.7220458984375e-07,1.1920928955078125e-06
53,20,0.0,5.14984130859375e-07,1.1920928955078125e-06
53,21,0.0,5.7220458984375e-07,1.1920928955078125e-06
53,22,0.0,6.103515625e-07,1.1920928955078125e-06
53,23,0.0,3.2806396484375e-06,6.699562072753906e-05
53,24,0.0,5.054473876953125e-07,1.1920928955078125e-06
53,25,0.0,5.53131103515625e-07,1.1920928955078125e-06
53,26,0.0,5.340576171875e-07,1.1920928955078125e-06
53,27,0.0,5.626678466796875e-07,1.1920928955078125e-06
53,28,0.0,3.147125244140625e-06,6.508827209472656e-05
53,29,0.0,4.673004150390625e-07,1.1920928955078125e-06
53,30,0.0,6.008148193359375e-07,1.1920928955078125e-06
53,31,0.0,5.91278076171875e-07,1.1920928955078125e-06
53,32,0.0,6.389617919921875e-07,1.1920928955078125e-06
53,33,0.0,4.520416259765625e-06,9.918212890625e-05
53,34,0.0,6.008148193359375e-07,1.1920928955078125e-06
53,35,0.0,5.14984130859375e-07,1.1920928955078125e-06
53,36,0.0,6.389617919921875e-07,1.1920928955078125e-06
53,37,0.0,5.53131103515625e-07,1.1920928955078125e-06
53,38,0.0,3.1280517578125e-06,6.580352783203125e-05
53,39,0.0,4.673004150390625e-07,1.1920928955078125e-06
53,40,0.0,5.53131103515625e-07,1.1920928955078125e-06
53,41,0.0,5.054473876953125e-07,1.1920928955078125e-06
53,42,0.0,4.673004150390625e-07,1.1920928955078125e-06
53,43,0.0,4.76837158203125e-07,1.1920928955078125e-06
53,44,0.0,3.147125244140625e-06,6.580352783203125e-05
53,45,0.0,6.008148193359375e-07,1.1920928955078125e-06
53,46,0.0,4.673004150390625e-07,1.1920928955078125e-06
53,47,0.0,5.14984130859375e-07,1.1920928955078125e-06
53,48,0.0,6.103515625e-07,1.1920928955078125e-06
53,49,0.0,5.245208740234375e-06,0.00011610984802246094
53,50,0.0,6.103515625e-07,1.1920928955078125e-06
53,51,0.0,5.245208740234375e-07,1.1920928955078125e-06
53,52,0.0,4.863739013671875e-07,1.1920928955078125e-06
53,53,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,2,0.0,3.862380981445312e-06,8.678436279296875e-05
54,3,0.0,4.57763671875e-07,1.1920928955078125e-06
54,4,0.0,6.008148193359375e-07,1.1920928955078125e-06
54,5,0.0,5.7220458984375e-07,1.1920928955078125e-06
54,6,0.0,4.291534423828125e-07,1.1920928955078125e-06
54,7,0.0,3.070831298828125e-06,6.389617919921875e-05
54,8,0.0,4.673004150390625e-07,1.1920928955078125e-06
54,9,0.0,4.673004150390625e-07,1.1920928955078125e-06
54,10,0.0,5.91278076171875e-07,1.1920928955078125e-06
54,11,0.0,5.91278076171875e-07,1.1920928955078125e-06
54,12,0.0,3.0994415283203125e-06,6.723403930664062e-05
54,13,0.0,5.245208740234375e-07,1.1920928955078125e-06
54,14,0.0,6.008148193359375e-07,1.1920928955078125e-06
54,15,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,16,0.0,5.14984130859375e-07,1.1920928955078125e-06
54,17,0.0,3.1566619873046876e-06,6.508827209472656e-05
54,18,0.0,4.482269287109375e-07,1.1920928955078125e-06
54,19,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,20,0.0,5.7220458984375e-07,1.1920928955078125e-06
54,21,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,22,0.0,3.2329559326171876e-06,6.604194641113281e-05
54,23,0.0,5.14984130859375e-07,1.1920928955078125e-06
54,24,0.0,5.054473876953125e-07,1.1920928955078125e-06
54,25,0.0,5.7220458984375e-07,1.1920928955078125e-06
54,26,0.0,4.76837158203125e-07,1.1920928955078125e-06
54,27,0.0,5.054473876953125e-07,1.1920928955078125e-06
54,28,0.0,3.0612945556640625e-06,6.580352783203125e-05
54,29,0.0,5.53131103515625e-07,1.1920928955078125e-06
54,30,0.0,4.100799560546875e-07,1.1920928955078125e-06
54,31,0.0,5.91278076171875e-07,1.1920928955078125e-06
54,32,0.0,5.7220458984375e-07,1.1920928955078125e-06
54,33,0.0,3.1948089599609376e-06,6.604194641113281e-05
54,34,0.0,5.245208740234375e-07,1.1920928955078125e-06
54,35,0.0,5.14984130859375e-07,1.1920928955078125e-06
54,36,0.0,5.817413330078125e-07,1.1920928955078125e-06
54,37,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,38,0.0,3.1280517578125e-06,6.604194641113281e-05
54,39,0.0,5.626678466796875e-07,1.1920928955078125e-06
54,40,0.0,5.53131103515625e-07,1.1920928955078125e-06
54,41,0.0,5.14984130859375e-07,1.1920928955078125e-06
54,42,0.0,4.76837158203125e-07,1.1920928955078125e-06
