x,min,mean,max
78,0.0,3.1185150146484375e-06,6.508827209472656e-05
79,0.0,5.626678466796875e-07,1.1920928955078125e-06
80,0.0,5.7220458984375e-07,1.1920928955078125e-06
81,0.0,3.0803680419921875e-06,6.389617919921875e-05
82,0.0,4.76837158203125e-07,1.1920928955078125e-06
83,0.0,5.14984130859375e-07,1.1920928955078125e-06
84,0.0,5.054473876953125e-07,1.1920928955078125e-06
85,0.0,5.626678466796875e-07,1.1920928955078125e-06
86,0.0,5.53131103515625e-07,1.1920928955078125e-06
87,0.0,5.7220458984375e-07,1.1920928955078125e-06
88,0.0,3.032684326171875e-06,6.413459777832031e-05
89,0.0,5.340576171875e-07,1.1920928955078125e-06
90,0.0,4.76837158203125e-07,1.1920928955078125e-06
91,0.0,3.01361083984375e-06,6.389617919921875e-05
92,0.0,5.245208740234375e-07,1.1920928955078125e-06
93,0.0,5.817413330078125e-07,1.1920928955078125e-06
94,0.0,5.054473876953125e-07,1.1920928955078125e-06
95,0.0,5.626678466796875e-07,1.1920928955078125e-06
96,0.0,3.910064697265625e-07,1.1920928955078125e-06
97,0.0,4.76837158203125e-07,1.1920928955078125e-06
98,0.0,4.9591064453125e-07,1.1920928955078125e-06
99,0.0,5.435943603515625e-07,1.1920928955078125e-06
100,0.0,5.245208740234375e-07,1.1920928955078125e-06
101,0.0,4.863739013671875e-07,1.1920928955078125e-06
102,0.0,5.53131103515625e-07,1.1920928955078125e-06
103,0.0,4.100799560546875e-07,1.1920928955078125e-06
104,0.0,6.4849853515625e-07,1.1920928955078125e-06
105,0.0,5.53131103515625e-07,1.1920928955078125e-06
106,0.0,5.435943603515625e-07,1.1920928955078125e-06
107,0.0,5.435943603515625e-07,1.1920928955078125e-06
108,0.0,4.38690185546875e-07,1.1920928955078125e-06
109,0.0,5.7220458984375e-07,1.1920928955078125e-06
110,0.0,5.245208740234375e-07,1.1920928955078125e-06
111,0.0,6.103515625e-07,1.1920928955078125e-06
112,0.0,5.14984130859375e-07,1.1920928955078125e-06
113,0.0,5.245208740234375e-07,1.1920928955078125e-06
114,0.0,6.008148193359375e-07,1.1920928955078125e-06
115,0.0,5.14984130859375e-07,1.1920928955078125e-06
116,0.0,5.14984130859375e-07,1.1920928955078125e-06
117,0.0,6.008148193359375e-07,1.1920928955078125e-06
118,0.0,5.817413330078125e-07,1.1920928955078125e-06
119,0.0,6.103515625e-07,1.1920928955078125e-06
120,0.0,5.7220458984375e-07,1.1920928955078125e-06
121,0.0,5.626678466796875e-07,1.1920928955078125e-06
122,0.0,5.626678466796875e-07,1.1920928955078125e-06
123,0.0,5.245208740234375e-07,1.1920928955078125e-06
124,0.0,2.8324127197265627e-06,5.602836608886719e-05
125,0.0,1.316070556640625e-06,1.621246337890625e-05
126,0.0,8.0108642578125e-07,1.1920928955078125e-06
127,0.0,3.8051605224609377e-06,8.106231689453125e-05
128,0.0,5.14984130859375e-07,1.1920928955078125e-06
129,0.0,5.817413330078125e-07,1.1920928955078125e-06
130,0.0,5.91278076171875e-07,1.1920928955078125e-06
131,0.0,5.626678466796875e-07,1.1920928955078125e-06
132,0.0,6.389617919921875e-07,1.1920928955078125e-06
133,0.0,5.054473876953125e-07,1.1920928955078125e-06
134,0.0,5.14984130859375e-07,1.1920928955078125e-06
135,0.0,2.765655517578125e-06,5.602836608886719e-05
136,0.0,4.673004150390625e-07,1.1920928955078125e-06
137,0.0,5.054473876953125e-07,1.1920928955078125e-06
138,0.0,3.032684326171875e-06,6.127357482910156e-05
139,0.0,5.53131103515625e-07,1.1920928955078125e-06
140,0.0,5.245208740234375e-07,1.1920928955078125e-06
141,0.0,4.76837158203125e-07,1.1920928955078125e-06
142,0.0,5.626678466796875e-07,1.1920928955078125e-06
143,0.0,6.809234619140625e-06,0.00015616416931152344
144,0.0,5.245208740234375e-07,1.1920928955078125e-06
145,0.0,4.9591064453125e-07,1.1920928955078125e-06
146,0.0,4.57763671875e-07,1.1920928955078125e-06
147,0.0,5.245208740234375e-07,1.1920928955078125e-06
148,0.0,5.340576171875e-07,1.1920928955078125e-06
149,0.0,4.1961669921875e-07,1.1920928955078125e-06
150,0.0,4.673004150390625e-07,1.1920928955078125e-06
151,0.0,2.6798248291015626e-06,5.2928924560546875e-05
152,0.0,4.673004150390625e-07,1.1920928955078125e-06
153,0.0,5.245208740234375e-07,1.1920928955078125e-06
154,0.0,5.245208740234375e-07,1.1920928955078125e-06
155,0.0,6.008148193359375e-07,1.1920928955078125e-06
156,0.0,2.6798248291015626e-06,5.2928924560546875e-05
157,0.0,6.103515625e-07,1.1920928955078125e-06
158,0.0,5.435943603515625e-07,1.1920928955078125e-06
159,0.0,5.91278076171875e-07,1.1920928955078125e-06
160,0.0,6.103515625e-07,1.1920928955078125e-06
161,0.0,5.626678466796875e-07,1.1920928955078125e-06
162,0.0,5.53131103515625e-07,1.1920928955078125e-06
163,0.0,3.0040740966796874e-06,6.413459777832031e-05
164,0.0,1.277923583984375e-06,1.52587890625e-05
165,0.0,6.866455078125e-07,1.1920928955078125e-06
166,0.0,5.245208740234375e-07,1.1920928955078125e-06
167,0.0,7.534027099609375e-07,4.76837158203125e-06
168,0.0,3.0040740966796874e-06,5.888938903808594e-05
169,0.0,5.054473876953125e-07,1.1920928955078125e-06
170,0.0,4.76837158203125e-07,1.1920928955078125e-06
171,0.0,5.245208740234375e-07,1.1920928955078125e-06
172,0.0,5.626678466796875e-07,1.1920928955078125e-06
173,0.0,5.14984130859375e-07,1.1920928955078125e-06
174,0.0,5.626678466796875e-07,1.1920928955078125e-06
175,0.0,3.1566619873046876e-06,6.318092346191406e-05
176,0.0,5.626678466796875e-07,1.1920928955078125e-06
177,0.0,4.76837158203125e-07,1.1920928955078125e-06
178,0.0,4.673004150390625e-07,1.1920928955078125e-06
179,0.0,5.626678466796875e-07,1.1920928955078125e-06
180,0.0,5.245208740234375e-07,1.1920928955078125e-06
181,0.0,6.103515625e-07,1.1920928955078125e-06
182,0.0,2.880096435546875e-06,6.008148193359375e-05
183,0.0,5.626678466796875e-07,1.1920928955078125e-06
184,0.0,4.673004150390625e-07,1.1920928955078125e-06
185,0.0,4.76837158203125e-07,1.1920928955078125e-06
186,0.0,5.245208740234375e-07,1.1920928955078125e-06
187,0.0,4.9591064453125e-07,1.1920928955078125e-06
188,0.0,4.863739013671875e-07,1.1920928955078125e-06
189,0.0,5.53131103515625e-07,1.1920928955078125e-06
190,0.0,6.103515625e-07,1.1920928955078125e-06
191,0.0,3.08990478515625e-06,6.413459777832031e-05
192,0.0,4.9591064453125e-07,1.1920928955078125e-06
193,0.0,2.7179718017578126e-06,5.507469177246094e-05
194,0.0,5.14984130859375e-07,1.1920928955078125e-06
195,0.0,5.245208740234375e-07,1.1920928955078125e-06
196,0.0,5.7220458984375e-07,1.1920928955078125e-06
197,0.0,5.054473876953125e-07,1.1920928955078125e-06
198,0.0,5.626678466796875e-07,1.1920928955078125e-06
199,0.0,5.53131103515625e-07,1.1920928955078125e-06
200,0.0,5.245208740234375e-07,1.1920928955078125e-06
201,0.0,4.673004150390625e-07,1.1920928955078125e-06
202,0.0,2.918243408203125e-06,5.888938903808594e-05
203,0.0,5.054473876953125e-07,1.1920928955078125e-06
204,0.0,2.78472900390625e-06,5.698204040527344e-05
205,0.0,4.673004150390625e-07,1.1920928955078125e-06
206,0.0,2.727508544921875e-06,5.602836608886719e-05
207,0.0,5.53131103515625e-07,1.1920928955078125e-06
208,0.0,5.435943603515625e-07,1.1920928955078125e-06
209,0.0,5.53131103515625e-07,1.1920928955078125e-06
210,0.0,5.14984130859375e-07,1.1920928955078125e-06
211,0.0,5.626678466796875e-07,1.1920928955078125e-06
212,0.0,5.14984130859375e-07,1.1920928955078125e-06
213,0.0,5.626678466796875e-07,1.1920928955078125e-06
214,0.0,4.482269287109375e-07,1.1920928955078125e-06
215,0.0,5.53131103515625e-07,1.1920928955078125e-06
216,0.0,5.53131103515625e-07,1.1920928955078125e-06
217,0.0,5.14984130859375e-07,1.1920928955078125e-06
218,0.0,5.626678466796875e-07,1.1920928955078125e-06
219,0.0,4.57763671875e-07,1.1920928955078125e-06
220,0.0,6.4849853515625e-07,1.1920928955078125e-06
221,0.0,4.863739013671875e-07,1.1920928955078125e-06
222,0.0,5.14984130859375e-07,1.1920928955078125e-06
223,0.0,1.5354156494140626e-06,2.5272369384765625e-05
224,0.0,5.245208740234375e-07,1.1920928955078125e-06
225,0.0,5.245208740234375e-07,1.1920928955078125e-06
226,0.0,5.7220458984375e-07,1.1920928955078125e-06
227,0.0,4.76837158203125e-07,1.1920928955078125e-06
228,0.0,5.245208740234375e-07,1.1920928955078125e-06
229,0.0,5.626678466796875e-07,1.1920928955078125e-06
230,0.0,4.673004150390625e-07,1.1920928955078125e-06
231,0.0,5.340576171875e-07,1.1920928955078125e-06
232,0.0,5.245208740234375e-07,1.1920928955078125e-06
233,0.0,5.340576171875e-07,1.1920928955078125e-06
234,0.0,5.14984130859375e-07,1.1920928955078125e-06
235,0.0,5.14984130859375e-07,1.1920928955078125e-06
236,0.0,5.14984130859375e-07,1.1920928955078125e-06
237,0.0,5.435943603515625e-07,1.1920928955078125e-06
238,0.0,6.008148193359375e-07,1.1920928955078125e-06
239,0.0,5.91278076171875e-07,1.1920928955078125e-06
240,0.0,5.245208740234375e-07,1.1920928955078125e-06
241,0.0,5.626678466796875e-07,1.1920928955078125e-06
242,0.0,5.435943603515625e-07,1.1920928955078125e-06
243,0.0,5.7220458984375e-07,1.1920928955078125e-06
244,0.0,2.307891845703125e-06,4.57763671875e-05
245,0.0,5.14984130859375e-07,1.1920928955078125e-06
246,0.0,2.6798248291015626e-06,5.2928924560546875e-05
247,0.0,5.340576171875e-07,1.1920928955078125e-06
248,0.0,5.512237548828125e-06,0.0001239776611328125
249,0.0,5.14984130859375e-07,1.1920928955078125e-06
250,0.0,6.67572021484375e-07,1.6689300537109375e-06
251,0.0,6.389617919921875e-07,1.1920928955078125e-06
252,0.0,5.7220458984375e-07,1.1920928955078125e-06
253,0.0,6.008148193359375e-07,1.1920928955078125e-06
254,0.0,5.7220458984375e-07,1.1920928955078125e-06
255,0.0,2.3651123046875e-06,4.38690185546875e-05
256,0.0,5.245208740234375e-07,1.1920928955078125e-06
257,0.0,2.6702880859375e-06,5.316734313964844e-05
258,0.0,6.008148193359375e-07,1.1920928955078125e-06
259,0.0,5.91278076171875e-07,1.1920928955078125e-06
260,0.0,5.626678466796875e-07,1.1920928955078125e-06
261,0.0,6.771087646484375e-07,1.9073486328125e-06
262,0.0,5.53131103515625e-07,1.1920928955078125e-06
263,0.0,4.673004150390625e-07,1.1920928955078125e-06
264,0.0,2.3651123046875e-06,4.6253204345703125e-05
265,0.0,5.340576171875e-07,1.1920928955078125e-06
266,0.0,2.689361572265625e-06,5.3882598876953125e-05
267,0.0,6.103515625e-07,1.1920928955078125e-06
268,0.0,5.245208740234375e-07,1.1920928955078125e-06
269,0.0,5.53131103515625e-07,1.1920928955078125e-06
270,0.0,5.53131103515625e-07,1.1920928955078125e-06
271,0.0,5.245208740234375e-07,1.1920928955078125e-06
272,0.0,5.7220458984375e-07,1.1920928955078125e-06
273,0.0,2.2792816162109376e-06,4.291534423828125e-05
274,0.0,4.76837158203125e-07,1.1920928955078125e-06
275,0.0,4.76837158203125e-07,1.1920928955078125e-06
276,0.0,4.863739013671875e-07,1.1920928955078125e-06
277,0.0,4.291534423828125e-07,1.1920928955078125e-06
278,0.0,5.53131103515625e-07,1.1920928955078125e-06
279,0.0,5.245208740234375e-07,1.1920928955078125e-06
280,0.0,2.2029876708984376e-06,4.315376281738281e-05
281,0.0,6.008148193359375e-07,1.1920928955078125e-06
282,0.0,5.245208740234375e-07,1.1920928955078125e-06
283,0.0,6.4849853515625e-07,1.1920928955078125e-06
284,0.0,6.008148193359375e-07,1.1920928955078125e-06
285,0.0,2.3555755615234377e-06,4.601478576660156e-05
286,0.0,5.435943603515625e-07,1.1920928955078125e-06
287,0.0,5.91278076171875e-07,1.1920928955078125e-06
288,0.0,4.38690185546875e-07,1.1920928955078125e-06
289,0.0,5.626678466796875e-07,1.1920928955078125e-06
290,0.0,2.3937225341796873e-06,4.673004150390625e-05
291,0.0,5.245208740234375e-07,1.1920928955078125e-06
292,0.0,5.7220458984375e-07,1.1920928955078125e-06
293,0.0,5.626678466796875e-07,1.1920928955078125e-06
294,0.0,4.863739013671875e-07,1.1920928955078125e-06
295,0.0,2.47955322265625e-06,4.8160552978515625e-05
296,0.0,5.14984130859375e-07,1.1920928955078125e-06
297,0.0,5.435943603515625e-07,1.1920928955078125e-06
298,0.0,5.14984130859375e-07,1.1920928955078125e-06
299,0.0,4.76837158203125e-07,1.1920928955078125e-06
300,0.0,2.4127960205078123e-06,4.8160552978515625e-05
301,0.0,5.53131103515625e-07,1.1920928955078125e-06
302,0.0,5.14984130859375e-07,1.1920928955078125e-06
303,0.0,5.14984130859375e-07,1.1920928955078125e-06
304,0.0,5.245208740234375e-07,1.1920928955078125e-06
305,0.0,2.25067138671875e-06,4.506111145019531e-05
306,0.0,4.863739013671875e-07,1.1920928955078125e-06
307,0.0,4.291534423828125e-07,1.1920928955078125e-06
308,0.0,5.626678466796875e-07,1.1920928955078125e-06
309,0.0,6.103515625e-07,1.1920928955078125e-06
310,0.0,5.817413330078125e-07,1.1920928955078125e-06
311,0.0,6.008148193359375e-07,1.1920928955078125e-06
312,0.0,6.008148193359375e-07,1.1920928955078125e-06
313,0.0,2.3937225341796873e-06,4.696846008300781e-05
314,0.0,4.482269287109375e-07,1.1920928955078125e-06
315,0.0,5.14984130859375e-07,1.1920928955078125e-06
316,0.0,6.008148193359375e-07,1.1920928955078125e-06
317,0.0,6.008148193359375e-07,1.1920928955078125e-06
318,0.0,5.340576171875e-07,1.1920928955078125e-06
319,0.0,5.91278076171875e-07,1.1920928955078125e-06
320,0.0,4.291534423828125e-07,1.1920928955078125e-06
321,0.0,2.307891845703125e-06,4.506111145019531e-05
322,0.0,5.91278076171875e-07,1.1920928955078125e-06
323,0.0,5.626678466796875e-07,1.1920928955078125e-06
324,0.0,2.384185791015625e-06,4.7206878662109375e-05
325,0.0,5.14984130859375e-07,1.1920928955078125e-06
326,0.0,5.626678466796875e-07,1.1920928955078125e-06
327,0.0,5.435943603515625e-07,1.1920928955078125e-06
328,0.0,4.76837158203125e-07,1.1920928955078125e-06
329,0.0,4.9591064453125e-07,1.1920928955078125e-06
330,0.0,4.76837158203125e-07,1.1920928955078125e-06
331,0.0,5.91278076171875e-07,1.1920928955078125e-06
332,0.0,5.14984130859375e-07,1.1920928955078125e-06
333,0.0,5.626678466796875e-07,1.1920928955078125e-06
334,0.0,5.245208740234375e-07,1.1920928955078125e-06
335,0.0,5.054473876953125e-07,1.1920928955078125e-06
336,0.0,4.76837158203125e-07,1.1920928955078125e-06
337,0.0,5.7220458984375e-07,1.1920928955078125e-06
338,0.0,5.14984130859375e-07,1.1920928955078125e-06
339,0.0,6.103515625e-07,1.1920928955078125e-06
340,0.0,5.14984130859375e-07,1.1920928955078125e-06
341,0.0,5.14984130859375e-07,1.1920928955078125e-06
342,0.0,5.340576171875e-07,1.1920928955078125e-06
343,0.0,4.673004150390625e-07,1.1920928955078125e-06
344,0.0,5.245208740234375e-07,1.1920928955078125e-06
345,0.0,6.008148193359375e-07,1.1920928955078125e-06
346,0.0,4.76837158203125e-07,1.1920928955078125e-06
347,0.0,5.626678466796875e-07,1.1920928955078125e-06
348,0.0,5.340576171875e-07,1.1920928955078125e-06
349,0.0,6.103515625e-07,1.1920928955078125e-06
350,0.0,5.53131103515625e-07,1.1920928955078125e-06
351,0.0,5.53131103515625e-07,1.1920928955078125e-06
352,0.0,5.340576171875e-07,1.1920928955078125e-06
353,0.0,5.91278076171875e-07,1.1920928955078125e-06
354,0.0,6.008148193359375e-07,1.1920928955078125e-06
355,0.0,5.91278076171875e-07,1.1920928955078125e-06
356,0.0,6.389617919921875e-07,1.1920928955078125e-06
357,0.0,3.5190582275390624e-06,7.414817810058594e-05
358,0.0,4.9591064453125e-07,1.1920928955078125e-06
359,0.0,5.14984130859375e-07,1.1920928955078125e-06
360,0.0,2.6798248291015626e-06,5.2928924560546875e-05
361,0.0,5.245208740234375e-07,1.1920928955078125e-06
362,0.0,5.14984130859375e-07,1.1920928955078125e-06
363,0.0,5.53131103515625e-07,1.1920928955078125e-06
364,0.0,5.054473876953125e-07,1.1920928955078125e-06
365,0.0,4.9591064453125e-07,1.1920928955078125e-06
366,0.0,5.626678466796875e-07,1.1920928955078125e-06
367,0.0,2.55584716796875e-06,5.1021575927734375e-05
368,0.0,5.245208740234375e-07,1.1920928955078125e-06
369,0.0,5.626678466796875e-07,1.1920928955078125e-06
370,0.0,2.3555755615234377e-06,4.57763671875e-05
371,0.0,4.482269287109375e-07,1.1920928955078125e-06
372,0.0,6.389617919921875e-07,1.1920928955078125e-06
373,0.0,5.14984130859375e-07,1.1920928955078125e-06
374,0.0,4.76837158203125e-07,1.1920928955078125e-06
375,0.0,4.76837158203125e-07,1.1920928955078125e-06
376,0.0,4.863739013671875e-07,1.1920928955078125e-06
377,0.0,2.47955322265625e-06,4.696846008300781e-05
378,0.0,5.7220458984375e-07,1.1920928955078125e-06
379,0.0,5.626678466796875e-07,1.1920928955078125e-06
380,0.0,5.626678466796875e-07,1.1920928955078125e-06
381,0.0,2.593994140625e-06,5.221366882324219e-05
382,0.0,1.0395050048828126e-06,1.0967254638671875e-05
383,0.0,5.53131103515625e-07,1.1920928955078125e-06
384,0.0,5.91278076171875e-07,1.1920928955078125e-06
385,0.0,4.673004150390625e-07,1.1920928955078125e-06
386,0.0,5.817413330078125e-07,1.1920928955078125e-06
387,0.0,6.008148193359375e-07,1.1920928955078125e-06
388,0.0,2.55584716796875e-06,5.1021575927734375e-05
389,0.0,5.435943603515625e-07,1.1920928955078125e-06
390,0.0,5.91278076171875e-07,1.1920928955078125e-06
391,0.0,5.626678466796875e-07,1.1920928955078125e-06
392,0.0,2.498626708984375e-06,5.078315734863281e-05
393,0.0,5.14984130859375e-07,1.1920928955078125e-06
394,0.0,8.296966552734375e-07,7.152557373046875e-06
395,0.0,6.771087646484375e-07,1.1920928955078125e-06
396,0.0,2.7179718017578126e-06,5.1975250244140625e-05
397,0.0,5.626678466796875e-07,1.1920928955078125e-06
398,0.0,5.91278076171875e-07,1.1920928955078125e-06
399,0.0,5.435943603515625e-07,1.1920928955078125e-06
400,0.0,2.6035308837890625e-06,5.1975250244140625e-05
401,0.0,5.626678466796875e-07,1.1920928955078125e-06
402,0.0,5.626678466796875e-07,1.1920928955078125e-06
403,0.0,5.14984130859375e-07,1.1920928955078125e-06
404,0.0,2.47955322265625e-06,5.1021575927734375e-05
405,0.0,5.435943603515625e-07,1.1920928955078125e-06
406,0.0,5.435943603515625e-07,1.1920928955078125e-06
407,0.0,6.4849853515625e-07,1.1920928955078125e-06
408,0.0,2.5844573974609375e-06,5.078315734863281e-05
409,0.0,5.626678466796875e-07,1.1920928955078125e-06
410,0.0,5.7220458984375e-07,1.1920928955078125e-06
411,0.0,5.14984130859375e-07,1.1920928955078125e-06
412,0.0,2.5653839111328124e-06,4.887580871582031e-05
413,0.0,5.7220458984375e-07,1.1920928955078125e-06
414,0.0,5.53131103515625e-07,1.1920928955078125e-06
415,0.0,5.7220458984375e-07,1.1920928955078125e-06
416,0.0,8.0108642578125e-07,6.198883056640625e-06
417,0.0,2.6416778564453125e-06,5.2928924560546875e-05
418,0.0,5.245208740234375e-07,1.1920928955078125e-06
419,0.0,5.53131103515625e-07,1.1920928955078125e-06
420,0.0,5.14984130859375e-07,1.1920928955078125e-06
421,0.0,2.4318695068359373e-06,4.982948303222656e-05
422,0.0,5.14984130859375e-07,1.1920928955078125e-06
423,0.0,6.008148193359375e-07,1.1920928955078125e-06
424,0.0,5.7220458984375e-07,1.1920928955078125e-06
425,0.0,4.38690185546875e-07,1.1920928955078125e-06
426,0.0,2.63214111328125e-06,5.1975250244140625e-05
427,0.0,5.340576171875e-07,1.1920928955078125e-06
428,0.0,4.76837158203125e-07,1.1920928955078125e-06
429,0.0,5.054473876953125e-07,1.1920928955078125e-06
430,0.0,4.38690185546875e-07,1.1920928955078125e-06
431,0.0,5.14984130859375e-07,1.1920928955078125e-06
432,0.0,5.626678466796875e-07,1.1920928955078125e-06
433,0.0,5.7220458984375e-07,1.1920928955078125e-06
434,0.0,5.7220458984375e-07,1.1920928955078125e-06
435,0.0,4.673004150390625e-07,1.1920928955078125e-06
436,0.0,5.245208740234375e-07,1.1920928955078125e-06
437,0.0,6.29425048828125e-07,1.1920928955078125e-06
438,0.0,5.817413330078125e-07,1.1920928955078125e-06
439,0.0,6.103515625e-07,1.1920928955078125e-06
440,0.0,6.008148193359375e-07,1.1920928955078125e-06
441,0.0,2.6702880859375e-06,5.2928924560546875e-05
442,0.0,5.53131103515625e-07,1.1920928955078125e-06
443,0.0,5.14984130859375e-07,1.1920928955078125e-06
444,0.0,5.340576171875e-07,1.1920928955078125e-06
445,0.0,4.38690185546875e-07,1.1920928955078125e-06
446,0.0,2.5653839111328124e-06,5.1021575927734375e-05
447,0.0,5.245208740234375e-07,1.1920928955078125e-06
448,0.0,5.14984130859375e-07,1.1920928955078125e-06
449,0.0,4.57763671875e-07,1.1920928955078125e-06
450,0.0,5.626678466796875e-07,1.1920928955078125e-06
451,0.0,5.53131103515625e-07,1.1920928955078125e-06
452,0.0,2.74658203125e-06,5.6743621826171875e-05
453,0.0,6.103515625e-07,1.1920928955078125e-06
454,0.0,5.14984130859375e-07,1.1920928955078125e-06
455,0.0,5.14984130859375e-07,1.1920928955078125e-06
456,0.0,5.626678466796875e-07,1.1920928955078125e-06
457,0.0,2.5463104248046874e-06,4.9114227294921875e-05
458,0.0,6.008148193359375e-07,1.1920928955078125e-06
459,0.0,5.14984130859375e-07,1.1920928955078125e-06
460,0.0,5.340576171875e-07,1.1920928955078125e-06
461,0.0,8.869171142578125e-07,9.059906005859375e-06
462,0.0,4.9591064453125e-07,1.1920928955078125e-06
463,0.0,5.626678466796875e-07,1.1920928955078125e-06
464,0.0,2.70843505859375e-06,5.507469177246094e-05
465,0.0,5.626678466796875e-07,1.1920928955078125e-06
466,0.0,6.103515625e-07,1.1920928955078125e-06
467,0.0,7.62939453125e-07,2.1457672119140625e-06
468,0.0,5.53131103515625e-07,1.1920928955078125e-06
469,0.0,4.673004150390625e-07,1.1920928955078125e-06
470,0.0,2.8324127197265627e-06,5.507469177246094e-05
471,0.0,5.91278076171875e-07,1.1920928955078125e-06
472,0.0,6.008148193359375e-07,1.1920928955078125e-06
473,0.0,5.7220458984375e-07,1.1920928955078125e-06
474,0.0,6.008148193359375e-07,1.1920928955078125e-06
475,0.0,5.054473876953125e-07,1.1920928955078125e-06
476,0.0,5.53131103515625e-07,1.1920928955078125e-06
477,0.0,2.765655517578125e-06,5.2928924560546875e-05
478,0.0,6.008148193359375e-07,1.1920928955078125e-06
479,0.0,5.14984130859375e-07,1.1920928955078125e-06
480,0.0,5.435943603515625e-07,1.1920928955078125e-06
481,0.0,5.245208740234375e-07,1.1920928955078125e-06
482,0.0,5.435943603515625e-07,1.1920928955078125e-06
483,0.0,4.57763671875e-07,1.1920928955078125e-06
484,0.0,2.5463104248046874e-06,5.030632019042969e-05
485,0.0,2.1457672119140625e-06,4.315376281738281e-05
486,0.0,5.53131103515625e-07,1.1920928955078125e-06
487,0.0,5.626678466796875e-07,1.1920928955078125e-06
488,0.0,4.9591064453125e-07,1.1920928955078125e-06
