x,min,mean,max
5,1.6689300537109375e-05,1.949310302734375e-05,3.1948089599609375e-05
6,2.288818359375e-05,2.356529235839844e-05,2.6226043701171875e-05
7,2.8848648071289062e-05,4.797935485839844e-05,0.0004951953887939453
8,3.4809112548828125e-05,3.5467147827148435e-05,4.38690185546875e-05
9,4.00543212890625e-05,4.108428955078125e-05,4.38690185546875e-05
10,4.601478576660156e-05,4.7197341918945314e-05,5.0067901611328125e-05
11,5.1975250244140625e-05,5.311965942382813e-05,5.626678466796875e-05
12,5.793571472167969e-05,6.272315979003906e-05,0.0001518726348876953
13,6.389617919921875e-05,6.488800048828126e-05,7.009506225585938e-05
14,6.985664367675781e-05,7.086753845214844e-05,7.390975952148438e-05
15,7.581710815429688e-05,7.66754150390625e-05,7.915496826171875e-05
16,8.106231689453125e-05,8.260726928710938e-05,9.107589721679688e-05
17,8.7738037109375e-05,9.304046630859375e-05,0.00020003318786621094
18,9.393692016601562e-05,9.45281982421875e-05,9.775161743164062e-05
19,9.989738464355469e-05,0.00010572433471679687,0.00015115737915039062
20,0.00010585784912109375,0.00010687828063964843,0.000110626220703125
21,0.00011181831359863281,0.00011256217956542969,0.00011515617370605469
22,0.00011682510375976562,0.00012592315673828124,0.0002586841583251953
23,0.0001227855682373047,0.000126953125,0.00016689300537109375
24,0.0001289844512939453,0.00013083457946777344,0.00013589859008789062
25,0.0001347064971923828,0.000136871337890625,0.0001418590545654297
26,0.00014090538024902344,0.0001490020751953125,0.0002999305725097656
27,0.0001468658447265625,0.0001480865478515625,0.00015401840209960938
28,0.00015282630920410156,0.00015784263610839843,0.00022411346435546875
29,0.0001590251922607422,0.0001622772216796875,0.0001678466796875
30,0.0001647472381591797,0.0001714038848876953,0.00022983551025390625
31,0.0001709461212158203,0.0001804065704345703,0.00036716461181640625
32,0.00017690658569335938,0.0001782989501953125,0.00018310546875
33,0.00018215179443359375,0.00018899917602539063,0.0002219676971435547
34,0.00018787384033203125,0.00019056320190429687,0.00021195411682128906
35,0.00019478797912597656,0.00019583702087402343,0.00019979476928710938
36,0.00020074844360351562,0.00020952224731445311,0.0003917217254638672
37,0.00020503997802734375,0.00021010398864746094,0.00025010108947753906
38,0.00021076202392578125,0.0002121734619140625,0.00021696090698242188
39,0.0002167224884033203,0.00022375106811523438,0.0002827644348144531
40,0.00022363662719726562,0.00023593902587890626,0.0004520416259765625
41,0.00022983551025390625,0.00023182868957519532,0.0002372264862060547
42,0.00023484230041503906,0.00023981094360351563,0.00025916099548339844
43,0.00024080276489257812,0.00024204254150390626,0.0002460479736328125
44,0.0002467632293701172,0.0002597332000732422,0.0004811286926269531
45,0.00025177001953125,0.00025402069091796876,0.0002579689025878906
46,0.00025773048400878906,0.00026123046875,0.0002868175506591797
47,0.0002639293670654297,0.00026575088500976565,0.0002732276916503906
48,0.00026988983154296875,0.0002711677551269531,0.0002741813659667969
49,0.00027680397033691406,0.00029138565063476564,0.0005159378051757812
50,0.0002827644348144531,0.00028443336486816406,0.00029015541076660156
51,0.00028896331787109375,0.0002905559539794922,0.0002980232238769531
52,0.000293731689453125,0.00030147552490234375,0.0003619194030761719
53,0.00029969215393066406,0.00037167549133300783,0.0020537376403808594
54,0.0003058910369873047,0.0003072357177734375,0.00031304359436035156
55,0.00030994415283203125,0.00031739234924316406,0.00037097930908203125
56,0.00031685829162597656,0.00033069610595703124,0.00039505958557128906
57,0.0003230571746826172,0.00033762931823730466,0.0006096363067626953
58,0.00032901763916015625,0.000332489013671875,0.00034618377685546875
59,0.00033473968505859375,0.0003361225128173828,0.0003399848937988281
60,0.0003418922424316406,0.00035225868225097657,0.0005021095275878906
61,0.00034880638122558594,0.0003670692443847656,0.0006558895111083984
62,0.000354766845703125,0.0003649997711181641,0.00047516822814941406
63,0.00035881996154785156,0.00036974906921386717,0.0004291534423828125
64,0.0003650188446044922,0.0003720378875732422,0.00045490264892578125
65,0.00037026405334472656,0.0003984260559082031,0.0006911754608154297
66,0.00037598609924316406,0.00037924766540527345,0.00039076805114746094
67,0.00038313865661621094,0.0003880596160888672,0.00040602684020996094
68,0.00038886070251464844,0.0003943157196044922,0.0004189014434814453
69,0.0003948211669921875,0.00040996551513671875,0.0007340908050537109
70,0.00040078163146972656,0.0004033946990966797,0.00041484832763671875
71,0.00040602684020996094,0.0004084396362304687,0.0004191398620605469
72,0.0004119873046875,0.00041380882263183596,0.0004169940948486328
73,0.0004181861877441406,0.00043343544006347657,0.000762939453125
74,0.0004229545593261719,0.0004262828826904297,0.00043892860412597656
75,0.00043082237243652344,0.0004383087158203125,0.0005009174346923828
76,0.0004379749298095703,0.00045456886291503904,0.000804901123046875
77,0.0004439353942871094,0.0004490852355957031,0.0004832744598388672
78,0.00045013427734375,0.00045276641845703124,0.0004630088806152344
79,0.00045490264892578125,0.00046588897705078123,0.0005390644073486328
80,0.00045871734619140625,0.00047643661499023436,0.0008549690246582031
81,0.0004642009735107422,0.00046747207641601563,0.0004930496215820312
82,0.0004699230194091797,0.0004726314544677734,0.0004830360412597656
83,0.00047588348388671875,0.0004841327667236328,0.0005512237548828125
84,0.00048422813415527344,0.000502309799194336,0.0008819103240966797
85,0.0004909038543701172,0.0004928398132324218,0.0005040168762207031
86,0.0004951953887939453,0.0004985618591308593,0.0005128383636474609
87,0.0004999637603759766,0.000531005859375,0.0009810924530029297
88,0.0005052089691162109,0.0005218887329101563,0.0007169246673583984
89,0.0005156993865966797,0.0005218315124511718,0.0005588531494140625
90,0.0005228519439697266,0.0005261898040771484,0.0005359649658203125
91,0.0005249977111816406,0.0005554389953613281,0.0009579658508300781
92,0.0005309581756591797,0.0005411911010742188,0.0006358623504638672
93,0.0005359649658203125,0.0005389595031738281,0.0005559921264648438
94,0.0005419254302978516,0.0005660247802734375,0.0009827613830566406
95,0.0005478858947753906,0.0005510425567626953,0.0005619525909423828
96,0.0005540847778320312,0.00056365966796875,0.0006630420684814453
97,0.0005629062652587891,0.0005846023559570312,0.0010221004486083984
98,0.0005688667297363281,0.0005718898773193359,0.0005960464477539062
99,0.0005729198455810547,0.0005899715423583984,0.0008091926574707031
100,0.0005800724029541016,0.0006175422668457031,0.0010476112365722656
101,0.0005826950073242188,0.0006054496765136719,0.0007262229919433594
102,0.0005888938903808594,0.0006100273132324218,0.0007288455963134766
103,0.0005958080291748047,0.0006279659271240235,0.0007481575012207031
104,0.0006000995635986328,0.0006238746643066406,0.001096963882446289
105,0.0006079673767089844,0.0006233978271484375,0.0007851123809814453
106,0.00061798095703125,0.0006215763092041015,0.0006279945373535156
